nome.visitor;nome.home;Date;Start..ET.;score_y;score_x;data2;home;link;visitor
Miami Heat;Boston Celtics;Sat, Feb 27, 2016;3:00 PM;89;101;201602270;BOS;http://www.basketball-reference.com/boxscores/pbp/201602270BOS.html;MIA
Miami Heat;Atlanta Hawks;Fri, Feb 19, 2016;8:00 PM;115;111;201602190;ATL;http://www.basketball-reference.com/boxscores/pbp/201602190ATL.html;MIA
Miami Heat;Philadelphia 76ers;Fri, Mar 4, 2016;7:00 PM;112;102;201603040;PHI;http://www.basketball-reference.com/boxscores/pbp/201603040PHI.html;MIA
Miami Heat;Sacramento Kings;Fri, Apr 1, 2016;10:00 PM;112;106;201604010;SAC;http://www.basketball-reference.com/boxscores/pbp/201604010SAC.html;MIA
Miami Heat;Milwaukee Bucks;Wed, Mar 9, 2016;8:00 PM;108;114;201603090;MIL;http://www.basketball-reference.com/boxscores/pbp/201603090MIL.html;MIA
Miami Heat;Portland Trail Blazers;Sat, Apr 2, 2016;10:00 PM;93;110;201604020;POR;http://www.basketball-reference.com/boxscores/pbp/201604020POR.html;MIA
Miami Heat;Brooklyn Nets;Wed, Dec 16, 2015;7:30 PM;104;98;201512160;BRK;http://www.basketball-reference.com/boxscores/pbp/201512160BRK.html;MIA
Miami Heat;New York Knicks;Sun, Feb 28, 2016;7:30 PM;98;81;201602280;NYK;http://www.basketball-reference.com/boxscores/pbp/201602280NYK.html;MIA
Miami Heat;Charlotte Hornets;Fri, Apr 29, 2016;8:00 PM;97;90;201604290;CHO;http://www.basketball-reference.com/boxscores/pbp/201604290CHO.html;MIA
Miami Heat;Toronto Raptors;Fri, Jan 22, 2016;8:00 PM;81;101;201601220;TOR;http://www.basketball-reference.com/boxscores/pbp/201601220TOR.html;MIA
Miami Heat;Atlanta Hawks;Mon, Dec 14, 2015;8:00 PM;100;88;201512140;ATL;http://www.basketball-reference.com/boxscores/pbp/201512140ATL.html;MIA
Miami Heat;Golden State Warriors;Mon, Jan 11, 2016;10:30 PM;103;111;201601110;GSW;http://www.basketball-reference.com/boxscores/pbp/201601110GSW.html;MIA
Miami Heat;Utah Jazz;Sat, Jan 9, 2016;9:00 PM;83;98;201601090;UTA;http://www.basketball-reference.com/boxscores/pbp/201601090UTA.html;MIA
Miami Heat;Toronto Raptors;Sat, Mar 12, 2016;7:00 PM;104;112;201603120;TOR;http://www.basketball-reference.com/boxscores/pbp/201603120TOR.html;MIA
Miami Heat;Charlotte Hornets;Fri, Feb 5, 2016;7:00 PM;98;95;201602050;CHO;http://www.basketball-reference.com/boxscores/pbp/201602050CHO.html;MIA
Miami Heat;Toronto Raptors;Sun, May 15, 2016;3:30 PM;89;116;201605150;TOR;http://www.basketball-reference.com/boxscores/pbp/201605150TOR.html;MIA
Miami Heat;Denver Nuggets;Fri, Jan 15, 2016;9:00 PM;98;95;201601150;DEN;http://www.basketball-reference.com/boxscores/pbp/201601150DEN.html;MIA
Miami Heat;Indiana Pacers;Fri, Dec 11, 2015;7:00 PM;83;96;201512110;IND;http://www.basketball-reference.com/boxscores/pbp/201512110IND.html;MIA
Miami Heat;Charlotte Hornets;Mon, Apr 25, 2016;7:00 PM;85;89;201604250;CHO;http://www.basketball-reference.com/boxscores/pbp/201604250CHO.html;MIA
Miami Heat;Dallas Mavericks;Wed, Feb 3, 2016;8:30 PM;93;90;201602030;DAL;http://www.basketball-reference.com/boxscores/pbp/201602030DAL.html;MIA
Miami Heat;New Orleans Pelicans;Tue, Mar 22, 2016;8:00 PM;113;99;201603220;NOP;http://www.basketball-reference.com/boxscores/pbp/201603220NOP.html;MIA
Miami Heat;Washington Wizards;Wed, Jan 20, 2016;7:00 PM;87;106;201601200;WAS;http://www.basketball-reference.com/boxscores/pbp/201601200WAS.html;MIA
Miami Heat;Charlotte Hornets;Sat, Apr 23, 2016;5:30 PM;80;96;201604230;CHO;http://www.basketball-reference.com/boxscores/pbp/201604230CHO.html;MIA
Miami Heat;Toronto Raptors;Tue, May 3, 2016;8:00 PM;102;96;201605030;TOR;http://www.basketball-reference.com/boxscores/pbp/201605030TOR.html;MIA
Miami Heat;Orlando Magic;Fri, Apr 8, 2016;7:00 PM;109;112;201604080;ORL;http://www.basketball-reference.com/boxscores/pbp/201604080ORL.html;MIA
Miami Heat;San Antonio Spurs;Wed, Mar 23, 2016;8:30 PM;88;112;201603230;SAS;http://www.basketball-reference.com/boxscores/pbp/201603230SAS.html;MIA
Miami Heat;Orlando Magic;Sat, Dec 26, 2015;7:00 PM;108;101;201512260;ORL;http://www.basketball-reference.com/boxscores/pbp/201512260ORL.html;MIA
Miami Heat;New York Knicks;Fri, Nov 27, 2015;7:30 PM;97;78;201511270;NYK;http://www.basketball-reference.com/boxscores/pbp/201511270NYK.html;MIA
Miami Heat;Milwaukee Bucks;Fri, Jan 29, 2016;8:00 PM;107;103;201601290;MIL;http://www.basketball-reference.com/boxscores/pbp/201601290MIL.html;MIA
Miami Heat;Los Angeles Lakers;Wed, Mar 30, 2016;10:30 PM;100;102;201603300;LAL;http://www.basketball-reference.com/boxscores/pbp/201603300LAL.html;MIA
Miami Heat;Houston Rockets;Tue, Feb 2, 2016;8:00 PM;102;115;201602020;HOU;http://www.basketball-reference.com/boxscores/pbp/201602020HOU.html;MIA
Miami Heat;Toronto Raptors;Thu, May 5, 2016;8:00 PM;92;96;201605050;TOR;http://www.basketball-reference.com/boxscores/pbp/201605050TOR.html;MIA
Miami Heat;Minnesota Timberwolves;Thu, Nov 5, 2015;8:00 PM;96;84;201511050;MIN;http://www.basketball-reference.com/boxscores/pbp/201511050MIN.html;MIA
Miami Heat;Brooklyn Nets;Tue, Jan 26, 2016;7:30 PM;102;98;201601260;BRK;http://www.basketball-reference.com/boxscores/pbp/201601260BRK.html;MIA
Miami Heat;Chicago Bulls;Mon, Jan 25, 2016;8:00 PM;89;84;201601250;CHI;http://www.basketball-reference.com/boxscores/pbp/201601250CHI.html;MIA
Miami Heat;Charlotte Hornets;Wed, Dec 9, 2015;7:00 PM;81;99;201512090;CHO;http://www.basketball-reference.com/boxscores/pbp/201512090CHO.html;MIA
Miami Heat;Detroit Pistons;Wed, Nov 25, 2015;7:30 PM;81;104;201511250;DET;http://www.basketball-reference.com/boxscores/pbp/201511250DET.html;MIA
Miami Heat;Toronto Raptors;Wed, May 11, 2016;8:00 PM;91;99;201605110;TOR;http://www.basketball-reference.com/boxscores/pbp/201605110TOR.html;MIA
Miami Heat;Oklahoma City Thunder;Sun, Jan 17, 2016;7:00 PM;74;99;201601170;OKC;http://www.basketball-reference.com/boxscores/pbp/201601170OKC.html;MIA
Miami Heat;Boston Celtics;Wed, Apr 13, 2016;8:00 PM;88;98;201604130;BOS;http://www.basketball-reference.com/boxscores/pbp/201604130BOS.html;MIA
Miami Heat;Phoenix Suns;Fri, Jan 8, 2016;9:30 PM;103;95;201601080;PHO;http://www.basketball-reference.com/boxscores/pbp/201601080PHO.html;MIA
Miami Heat;Indiana Pacers;Fri, Nov 6, 2015;8:00 PM;87;90;201511060;IND;http://www.basketball-reference.com/boxscores/pbp/201511060IND.html;MIA
Miami Heat;Memphis Grizzlies;Tue, Dec 29, 2015;8:00 PM;90;99;201512290;MEM;http://www.basketball-reference.com/boxscores/pbp/201512290MEM.html;MIA
Miami Heat;Los Angeles Clippers;Wed, Jan 13, 2016;10:30 PM;90;104;201601130;LAC;http://www.basketball-reference.com/boxscores/pbp/201601130LAC.html;MIA
Miami Heat;Cleveland Cavaliers;Fri, Oct 30, 2015;7:00 PM;92;102;201510300;CLE;http://www.basketball-reference.com/boxscores/pbp/201510300CLE.html;MIA
Miami Heat;Chicago Bulls;Fri, Mar 11, 2016;8:00 PM;118;96;201603110;CHI;http://www.basketball-reference.com/boxscores/pbp/201603110CHI.html;MIA
Miami Heat;Detroit Pistons;Tue, Apr 12, 2016;7:30 PM;99;93;201604120;DET;http://www.basketball-reference.com/boxscores/pbp/201604120DET.html;MIA
Miami Heat;Washington Wizards;Sun, Jan 3, 2016;6:00 PM;97;75;201601030;WAS;http://www.basketball-reference.com/boxscores/pbp/201601030WAS.html;MIA
Milwaukee Bucks;Memphis Grizzlies;Thu, Jan 28, 2016;8:00 PM;83;103;201601280;MEM;http://www.basketball-reference.com/boxscores/pbp/201601280MEM.html;MIL
Milwaukee Bucks;Brooklyn Nets;Sun, Mar 13, 2016;8:00 PM;109;100;201603130;BRK;http://www.basketball-reference.com/boxscores/pbp/201603130BRK.html;MIL
Milwaukee Bucks;New York Knicks;Sun, Jan 10, 2016;7:30 PM;88;100;201601100;NYK;http://www.basketball-reference.com/boxscores/pbp/201601100NYK.html;MIL
Milwaukee Bucks;Portland Trail Blazers;Tue, Feb 2, 2016;10:00 PM;95;107;201602020;POR;http://www.basketball-reference.com/boxscores/pbp/201602020POR.html;MIL
Milwaukee Bucks;Atlanta Hawks;Sat, Feb 20, 2016;7:30 PM;117;109;201602200;ATL;http://www.basketball-reference.com/boxscores/pbp/201602200ATL.html;MIL
Milwaukee Bucks;Los Angeles Clippers;Wed, Dec 16, 2015;10:30 PM;90;103;201512160;LAC;http://www.basketball-reference.com/boxscores/pbp/201512160LAC.html;MIL
Milwaukee Bucks;Utah Jazz;Fri, Feb 5, 2016;9:00 PM;81;84;201602050;UTA;http://www.basketball-reference.com/boxscores/pbp/201602050UTA.html;MIL
Milwaukee Bucks;Chicago Bulls;Tue, Jan 5, 2016;8:00 PM;106;117;201601050;CHI;http://www.basketball-reference.com/boxscores/pbp/201601050CHI.html;MIL
Milwaukee Bucks;New Orleans Pelicans;Sat, Jan 23, 2016;7:00 PM;99;116;201601230;NOP;http://www.basketball-reference.com/boxscores/pbp/201601230NOP.html;MIL
Milwaukee Bucks;Miami Heat;Tue, Jan 19, 2016;7:30 PM;91;79;201601190;MIA;http://www.basketball-reference.com/boxscores/pbp/201601190MIA.html;MIL
Milwaukee Bucks;Charlotte Hornets;Sun, Nov 29, 2015;2:00 PM;82;87;201511290;CHO;http://www.basketball-reference.com/boxscores/pbp/201511290CHO.html;MIL
Milwaukee Bucks;Dallas Mavericks;Mon, Dec 28, 2015;8:30 PM;93;103;201512280;DAL;http://www.basketball-reference.com/boxscores/pbp/201512280DAL.html;MIL
Milwaukee Bucks;Orlando Magic;Fri, Nov 27, 2015;7:00 PM;90;114;201511270;ORL;http://www.basketball-reference.com/boxscores/pbp/201511270ORL.html;MIL
Milwaukee Bucks;Sacramento Kings;Mon, Feb 1, 2016;10:00 PM;104;111;201602010;SAC;http://www.basketball-reference.com/boxscores/pbp/201602010SAC.html;MIL
Milwaukee Bucks;Washington Wizards;Tue, Nov 17, 2015;7:00 PM;86;115;201511170;WAS;http://www.basketball-reference.com/boxscores/pbp/201511170WAS.html;MIL
Milwaukee Bucks;Cleveland Cavaliers;Thu, Nov 19, 2015;8:00 PM;100;115;201511190;CLE;http://www.basketball-reference.com/boxscores/pbp/201511190CLE.html;MIL
Milwaukee Bucks;Cleveland Cavaliers;Wed, Mar 23, 2016;7:00 PM;104;113;201603230;CLE;http://www.basketball-reference.com/boxscores/pbp/201603230CLE.html;MIL
Milwaukee Bucks;Charlotte Hornets;Sat, Jan 16, 2016;7:00 PM;105;92;201601160;CHO;http://www.basketball-reference.com/boxscores/pbp/201601160CHO.html;MIL
Milwaukee Bucks;Washington Wizards;Wed, Jan 13, 2016;7:00 PM;101;106;201601130;WAS;http://www.basketball-reference.com/boxscores/pbp/201601130WAS.html;MIL
Milwaukee Bucks;Chicago Bulls;Mon, Mar 7, 2016;8:00 PM;90;100;201603070;CHI;http://www.basketball-reference.com/boxscores/pbp/201603070CHI.html;MIL
Milwaukee Bucks;Indiana Pacers;Thu, Dec 31, 2015;6:00 PM;120;116;201512310;IND;http://www.basketball-reference.com/boxscores/pbp/201512310IND.html;MIL
Milwaukee Bucks;Golden State Warriors;Fri, Dec 18, 2015;10:30 PM;112;121;201512180;GSW;http://www.basketball-reference.com/boxscores/pbp/201512180GSW.html;MIL
Milwaukee Bucks;Detroit Pistons;Fri, Dec 4, 2015;7:30 PM;95;102;201512040;DET;http://www.basketball-reference.com/boxscores/pbp/201512040DET.html;MIL
Milwaukee Bucks;San Antonio Spurs;Wed, Dec 2, 2015;8:30 PM;70;95;201512020;SAS;http://www.basketball-reference.com/boxscores/pbp/201512020SAS.html;MIL
Milwaukee Bucks;Boston Celtics;Fri, Apr 8, 2016;7:30 PM;109;124;201604080;BOS;http://www.basketball-reference.com/boxscores/pbp/201604080BOS.html;MIL
Milwaukee Bucks;Los Angeles Lakers;Tue, Dec 15, 2015;10:30 PM;95;113;201512150;LAL;http://www.basketball-reference.com/boxscores/pbp/201512150LAL.html;MIL
Milwaukee Bucks;Denver Nuggets;Wed, Nov 11, 2015;9:00 PM;102;103;201511110;DEN;http://www.basketball-reference.com/boxscores/pbp/201511110DEN.html;MIL
Milwaukee Bucks;Atlanta Hawks;Fri, Mar 25, 2016;8:00 PM;90;101;201603250;ATL;http://www.basketball-reference.com/boxscores/pbp/201603250ATL.html;MIL
Milwaukee Bucks;Philadelphia 76ers;Sun, Apr 10, 2016;5:00 PM;109;108;201604100;PHI;http://www.basketball-reference.com/boxscores/pbp/201604100PHI.html;MIL
Milwaukee Bucks;Orlando Magic;Mon, Apr 11, 2016;7:00 PM;98;107;201604110;ORL;http://www.basketball-reference.com/boxscores/pbp/201604110ORL.html;MIL
Milwaukee Bucks;Indiana Pacers;Sat, Nov 21, 2015;7:00 PM;86;123;201511210;IND;http://www.basketball-reference.com/boxscores/pbp/201511210IND.html;MIL
Milwaukee Bucks;Minnesota Timberwolves;Sat, Jan 2, 2016;8:00 PM;95;85;201601020;MIN;http://www.basketball-reference.com/boxscores/pbp/201601020MIN.html;MIL
Milwaukee Bucks;Houston Rockets;Fri, Jan 22, 2016;8:00 PM;98;102;201601220;HOU;http://www.basketball-reference.com/boxscores/pbp/201601220HOU.html;MIL
Milwaukee Bucks;Brooklyn Nets;Mon, Nov 2, 2015;7:30 PM;103;96;201511020;BRK;http://www.basketball-reference.com/boxscores/pbp/201511020BRK.html;MIL
Milwaukee Bucks;Detroit Pistons;Mon, Mar 21, 2016;7:30 PM;91;92;201603210;DET;http://www.basketball-reference.com/boxscores/pbp/201603210DET.html;MIL
Milwaukee Bucks;Phoenix Suns;Sun, Dec 20, 2015;5:00 PM;101;95;201512200;PHO;http://www.basketball-reference.com/boxscores/pbp/201512200PHO.html;MIL
Milwaukee Bucks;Oklahoma City Thunder;Tue, Dec 29, 2015;8:00 PM;123;131;201512290;OKC;http://www.basketball-reference.com/boxscores/pbp/201512290OKC.html;MIL
Milwaukee Bucks;Boston Celtics;Thu, Feb 25, 2016;7:30 PM;107;112;201602250;BOS;http://www.basketball-reference.com/boxscores/pbp/201602250BOS.html;MIL
Milwaukee Bucks;Toronto Raptors;Sun, Nov 1, 2015;6:00 PM;87;106;201511010;TOR;http://www.basketball-reference.com/boxscores/pbp/201511010TOR.html;MIL
Milwaukee Bucks;New York Knicks;Fri, Nov 6, 2015;7:30 PM;99;92;201511060;NYK;http://www.basketball-reference.com/boxscores/pbp/201511060NYK.html;MIL
Milwaukee Bucks;Toronto Raptors;Fri, Dec 11, 2015;7:30 PM;83;90;201512110;TOR;http://www.basketball-reference.com/boxscores/pbp/201512110TOR.html;MIL
Minnesota Timberwolves;Miami Heat;Tue, Nov 17, 2015;7:30 PM;103;91;201511170;MIA;http://www.basketball-reference.com/boxscores/pbp/201511170MIA.html;MIN
Minnesota Timberwolves;Houston Rockets;Fri, Mar 18, 2016;8:00 PM;111;116;201603180;HOU;http://www.basketball-reference.com/boxscores/pbp/201603180HOU.html;MIN
Minnesota Timberwolves;Oklahoma City Thunder;Fri, Jan 15, 2016;7:00 PM;93;113;201601150;OKC;http://www.basketball-reference.com/boxscores/pbp/201601150OKC.html;MIN
Minnesota Timberwolves;Memphis Grizzlies;Fri, Feb 19, 2016;8:00 PM;104;109;201602190;MEM;http://www.basketball-reference.com/boxscores/pbp/201602190MEM.html;MIN
Minnesota Timberwolves;Utah Jazz;Fri, Jan 29, 2016;9:00 PM;90;103;201601290;UTA;http://www.basketball-reference.com/boxscores/pbp/201601290UTA.html;MIN
Minnesota Timberwolves;Portland Trail Blazers;Sun, Jan 31, 2016;9:00 PM;93;96;201601310;POR;http://www.basketball-reference.com/boxscores/pbp/201601310POR.html;MIN
Minnesota Timberwolves;Indiana Pacers;Fri, Nov 13, 2015;7:00 PM;103;107;201511130;IND;http://www.basketball-reference.com/boxscores/pbp/201511130IND.html;MIN
Minnesota Timberwolves;Detroit Pistons;Thu, Dec 31, 2015;6:00 PM;90;115;201512310;DET;http://www.basketball-reference.com/boxscores/pbp/201512310DET.html;MIN
Minnesota Timberwolves;Atlanta Hawks;Mon, Nov 9, 2015;8:00 PM;117;107;201511090;ATL;http://www.basketball-reference.com/boxscores/pbp/201511090ATL.html;MIN
Minnesota Timberwolves;Oklahoma City Thunder;Fri, Mar 11, 2016;8:00 PM;99;96;201603110;OKC;http://www.basketball-reference.com/boxscores/pbp/201603110OKC.html;MIN
Minnesota Timberwolves;Los Angeles Clippers;Wed, Feb 3, 2016;10:30 PM;108;102;201602030;LAC;http://www.basketball-reference.com/boxscores/pbp/201602030LAC.html;MIN
Minnesota Timberwolves;Milwaukee Bucks;Fri, Mar 4, 2016;8:00 PM;101;116;201603040;MIL;http://www.basketball-reference.com/boxscores/pbp/201603040MIL.html;MIN
Minnesota Timberwolves;Portland Trail Blazers;Sat, Apr 9, 2016;10:30 PM;106;105;201604090;POR;http://www.basketball-reference.com/boxscores/pbp/201604090POR.html;MIN
Minnesota Timberwolves;Memphis Grizzlies;Wed, Mar 16, 2016;8:00 PM;114;108;201603160;MEM;http://www.basketball-reference.com/boxscores/pbp/201603160MEM.html;MIN
Minnesota Timberwolves;San Antonio Spurs;Mon, Dec 28, 2015;8:30 PM;95;101;201512280;SAS;http://www.basketball-reference.com/boxscores/pbp/201512280SAS.html;MIN
Minnesota Timberwolves;New Orleans Pelicans;Tue, Jan 19, 2016;8:00 PM;99;114;201601190;NOP;http://www.basketball-reference.com/boxscores/pbp/201601190NOP.html;MIN
Minnesota Timberwolves;Los Angeles Lakers;Tue, Feb 2, 2016;10:30 PM;115;119;201602020;LAL;http://www.basketball-reference.com/boxscores/pbp/201602020LAL.html;MIN
Minnesota Timberwolves;Sacramento Kings;Fri, Nov 27, 2015;10:00 PM;101;91;201511270;SAC;http://www.basketball-reference.com/boxscores/pbp/201511270SAC.html;MIN
Minnesota Timberwolves;Golden State Warriors;Tue, Apr 5, 2016;10:30 PM;124;117;201604050;GSW;http://www.basketball-reference.com/boxscores/pbp/201604050GSW.html;MIN
Minnesota Timberwolves;Los Angeles Lakers;Wed, Oct 28, 2015;10:30 PM;112;111;201510280;LAL;http://www.basketball-reference.com/boxscores/pbp/201510280LAL.html;MIN
Minnesota Timberwolves;Washington Wizards;Fri, Mar 25, 2016;7:00 PM;132;129;201603250;WAS;http://www.basketball-reference.com/boxscores/pbp/201603250WAS.html;MIN
Minnesota Timberwolves;Dallas Mavericks;Sun, Feb 28, 2016;7:00 PM;101;128;201602280;DAL;http://www.basketball-reference.com/boxscores/pbp/201602280DAL.html;MIN
Minnesota Timberwolves;Houston Rockets;Wed, Jan 13, 2016;8:00 PM;104;107;201601130;HOU;http://www.basketball-reference.com/boxscores/pbp/201601130HOU.html;MIN
Minnesota Timberwolves;Denver Nuggets;Fri, Oct 30, 2015;9:00 PM;95;78;201510300;DEN;http://www.basketball-reference.com/boxscores/pbp/201510300DEN.html;MIN
Minnesota Timberwolves;Denver Nuggets;Fri, Dec 11, 2015;9:00 PM;108;111;201512110;DEN;http://www.basketball-reference.com/boxscores/pbp/201512110DEN.html;MIN
Minnesota Timberwolves;Cleveland Cavaliers;Mon, Jan 25, 2016;7:00 PM;107;114;201601250;CLE;http://www.basketball-reference.com/boxscores/pbp/201601250CLE.html;MIN
Minnesota Timberwolves;Boston Celtics;Mon, Dec 21, 2015;7:30 PM;99;113;201512210;BOS;http://www.basketball-reference.com/boxscores/pbp/201512210BOS.html;MIN
Minnesota Timberwolves;Brooklyn Nets;Sun, Dec 20, 2015;1:00 PM;100;85;201512200;BRK;http://www.basketball-reference.com/boxscores/pbp/201512200BRK.html;MIN
Minnesota Timberwolves;Charlotte Hornets;Mon, Mar 7, 2016;7:00 PM;103;108;201603070;CHO;http://www.basketball-reference.com/boxscores/pbp/201603070CHO.html;MIN
Minnesota Timberwolves;Los Angeles Clippers;Sun, Nov 29, 2015;3:30 PM;99;107;201511290;LAC;http://www.basketball-reference.com/boxscores/pbp/201511290LAC.html;MIN
Minnesota Timberwolves;New York Knicks;Wed, Dec 16, 2015;7:30 PM;102;107;201512160;NYK;http://www.basketball-reference.com/boxscores/pbp/201512160NYK.html;MIN
Minnesota Timberwolves;New Orleans Pelicans;Sat, Feb 27, 2016;7:00 PM;112;110;201602270;NOP;http://www.basketball-reference.com/boxscores/pbp/201602270NOP.html;MIN
Minnesota Timberwolves;Chicago Bulls;Sat, Nov 7, 2015;6:00 PM;102;93;201511070;CHI;http://www.basketball-reference.com/boxscores/pbp/201511070CHI.html;MIN
Minnesota Timberwolves;Utah Jazz;Fri, Apr 1, 2016;9:00 PM;85;98;201604010;UTA;http://www.basketball-reference.com/boxscores/pbp/201604010UTA.html;MIN
Minnesota Timberwolves;Phoenix Suns;Sun, Dec 13, 2015;3:30 PM;101;108;201512130;PHO;http://www.basketball-reference.com/boxscores/pbp/201512130PHO.html;MIN
Minnesota Timberwolves;Toronto Raptors;Wed, Feb 24, 2016;7:30 PM;105;114;201602240;TOR;http://www.basketball-reference.com/boxscores/pbp/201602240TOR.html;MIN
Minnesota Timberwolves;Sacramento Kings;Thu, Apr 7, 2016;10:00 PM;105;97;201604070;SAC;http://www.basketball-reference.com/boxscores/pbp/201604070SAC.html;MIN
Minnesota Timberwolves;Phoenix Suns;Mon, Mar 14, 2016;10:00 PM;104;107;201603140;PHO;http://www.basketball-reference.com/boxscores/pbp/201603140PHO.html;MIN
Minnesota Timberwolves;Philadelphia 76ers;Mon, Jan 4, 2016;7:00 PM;99;109;201601040;PHI;http://www.basketball-reference.com/boxscores/pbp/201601040PHI.html;MIN
Minnesota Timberwolves;Orlando Magic;Wed, Nov 18, 2015;7:00 PM;101;104;201511180;ORL;http://www.basketball-reference.com/boxscores/pbp/201511180ORL.html;MIN
Minnesota Timberwolves;Dallas Mavericks;Wed, Jan 20, 2016;8:30 PM;94;106;201601200;DAL;http://www.basketball-reference.com/boxscores/pbp/201601200DAL.html;MIN
New Orleans Pelicans;Miami Heat;Fri, Dec 25, 2015;12:00 PM;88;94;201512250;MIA;http://www.basketball-reference.com/boxscores/pbp/201512250MIA.html;NOP
New Orleans Pelicans;Phoenix Suns;Fri, Dec 18, 2015;10:30 PM;88;104;201512180;PHO;http://www.basketball-reference.com/boxscores/pbp/201512180PHO.html;NOP
New Orleans Pelicans;Golden State Warriors;Tue, Oct 27, 2015;10:30 PM;95;111;201510270;GSW;http://www.basketball-reference.com/boxscores/pbp/201510270GSW.html;NOP
New Orleans Pelicans;Atlanta Hawks;Wed, Nov 11, 2015;8:00 PM;98;106;201511110;ATL;http://www.basketball-reference.com/boxscores/pbp/201511110ATL.html;NOP
New Orleans Pelicans;Charlotte Hornets;Wed, Mar 9, 2016;7:00 PM;113;122;201603090;CHO;http://www.basketball-reference.com/boxscores/pbp/201603090CHO.html;NOP
New Orleans Pelicans;Denver Nuggets;Sun, Dec 20, 2015;8:00 PM;130;125;201512200;DEN;http://www.basketball-reference.com/boxscores/pbp/201512200DEN.html;NOP
New Orleans Pelicans;Houston Rockets;Wed, Dec 2, 2015;8:00 PM;101;108;201512020;HOU;http://www.basketball-reference.com/boxscores/pbp/201512020HOU.html;NOP
New Orleans Pelicans;Utah Jazz;Sat, Nov 28, 2015;9:00 PM;87;101;201511280;UTA;http://www.basketball-reference.com/boxscores/pbp/201511280UTA.html;NOP
New Orleans Pelicans;Milwaukee Bucks;Sat, Mar 12, 2016;7:30 PM;92;103;201603120;MIL;http://www.basketball-reference.com/boxscores/pbp/201603120MIL.html;NOP
New Orleans Pelicans;Houston Rockets;Wed, Mar 2, 2016;8:00 PM;95;100;201603020;HOU;http://www.basketball-reference.com/boxscores/pbp/201603020HOU.html;NOP
New Orleans Pelicans;Utah Jazz;Wed, Dec 16, 2015;9:00 PM;104;94;201512160;UTA;http://www.basketball-reference.com/boxscores/pbp/201512160UTA.html;NOP
New Orleans Pelicans;Brooklyn Nets;Sun, Apr 3, 2016;1:00 PM;106;87;201604030;BRK;http://www.basketball-reference.com/boxscores/pbp/201604030BRK.html;NOP
New Orleans Pelicans;Dallas Mavericks;Sat, Nov 7, 2015;8:30 PM;98;107;201511070;DAL;http://www.basketball-reference.com/boxscores/pbp/201511070DAL.html;NOP
New Orleans Pelicans;Orlando Magic;Mon, Dec 28, 2015;7:00 PM;89;104;201512280;ORL;http://www.basketball-reference.com/boxscores/pbp/201512280ORL.html;NOP
New Orleans Pelicans;Los Angeles Lakers;Tue, Jan 12, 2016;10:30 PM;91;95;201601120;LAL;http://www.basketball-reference.com/boxscores/pbp/201601120LAL.html;NOP
New Orleans Pelicans;Chicago Bulls;Sat, Dec 12, 2015;8:00 PM;94;98;201512120;CHI;http://www.basketball-reference.com/boxscores/pbp/201512120CHI.html;NOP
New Orleans Pelicans;Philadelphia 76ers;Tue, Apr 5, 2016;7:00 PM;93;107;201604050;PHI;http://www.basketball-reference.com/boxscores/pbp/201604050PHI.html;NOP
New Orleans Pelicans;Memphis Grizzlies;Fri, Mar 11, 2016;8:00 PM;114;121;201603110;MEM;http://www.basketball-reference.com/boxscores/pbp/201603110MEM.html;NOP
New Orleans Pelicans;Phoenix Suns;Wed, Nov 25, 2015;9:00 PM;120;114;201511250;PHO;http://www.basketball-reference.com/boxscores/pbp/201511250PHO.html;NOP
New Orleans Pelicans;Sacramento Kings;Wed, Mar 16, 2016;10:00 PM;123;108;201603160;SAC;http://www.basketball-reference.com/boxscores/pbp/201603160SAC.html;NOP
New Orleans Pelicans;San Antonio Spurs;Wed, Feb 3, 2016;8:30 PM;97;110;201602030;SAS;http://www.basketball-reference.com/boxscores/pbp/201602030SAS.html;NOP
New Orleans Pelicans;Cleveland Cavaliers;Sat, Feb 6, 2016;7:30 PM;84;99;201602060;CLE;http://www.basketball-reference.com/boxscores/pbp/201602060CLE.html;NOP
New Orleans Pelicans;Washington Wizards;Tue, Feb 23, 2016;7:00 PM;89;109;201602230;WAS;http://www.basketball-reference.com/boxscores/pbp/201602230WAS.html;NOP
New Orleans Pelicans;Sacramento Kings;Wed, Jan 13, 2016;10:00 PM;109;97;201601130;SAC;http://www.basketball-reference.com/boxscores/pbp/201601130SAC.html;NOP
New Orleans Pelicans;New York Knicks;Sun, Nov 15, 2015;12:00 PM;87;95;201511150;NYK;http://www.basketball-reference.com/boxscores/pbp/201511150NYK.html;NOP
New Orleans Pelicans;Los Angeles Clippers;Fri, Nov 27, 2015;10:30 PM;90;111;201511270;LAC;http://www.basketball-reference.com/boxscores/pbp/201511270LAC.html;NOP
New Orleans Pelicans;Portland Trail Blazers;Wed, Oct 28, 2015;10:00 PM;94;112;201510280;POR;http://www.basketball-reference.com/boxscores/pbp/201510280POR.html;NOP
New Orleans Pelicans;Oklahoma City Thunder;Wed, Nov 18, 2015;8:00 PM;103;110;201511180;OKC;http://www.basketball-reference.com/boxscores/pbp/201511180OKC.html;NOP
New Orleans Pelicans;Minnesota Timberwolves;Wed, Apr 13, 2016;8:00 PM;109;144;201604130;MIN;http://www.basketball-reference.com/boxscores/pbp/201604130MIN.html;NOP
